Well,Luminescence
A1,1.0
A2,1.0
A3,4.0
A4,0.0
A5,9.0
A6,-1.0
B1,4.0
B2,0.0
B3,3.0
B4,4.0
B5,0.0
B6,1.0
C1,9.0
C2,8.0
C3,9.0
C4,-5.0
C5,1.0
C6,12.0
D1,-2.0
D2,14.0
D3,-9.0
D4,12.0
D5,17.0
D6,10.0
E1,2.0
E2,5.0
E3,2.0
E4,-4.0
E5,8.0
E6,0.0
F1,-2.0
F2,8.0
F3,-8.0
F4,4.0
F5,12.0
F6,1.0
