Well,Luminescence
A1,18.0
A2,12.0
A3,12.0
A4,16.0
A5,10.0
A6,7.0
B1,3.0
B2,14.0
B3,23.0
B4,25.0
B5,14.0
B6,8.0
C1,7.0
C2,18.0
C3,16.0
C4,7.0
C5,15.0
C6,18.0
D1,12.0
D2,4.0
D3,8.0
D4,15.0
D5,18.0
D6,3.0
E1,-6.0
E2,3.0
E3,4.0
E4,14.0
E5,11.0
E6,9.0
F1,14.0
F2,5.0
F3,18.0
F4,12.0
F5,5.0
F6,19.0
