Well,Luminescence
A1,-14.0
A2,0.0
A3,17.0
A4,5.0
A5,4.0
A6,8.0
B1,-2.0
B2,7.0
B3,2.0
B4,9.0
B5,4.0
B6,3.0
C1,0.0
C2,9.0
C3,-1.0
C4,-3.0
C5,3.0
C6,14.0
D1,5.0
D2,9.0
D3,3.0
D4,17.0
D5,-2.0
D6,11.0
E1,13.0
E2,8.0
E3,4.0
E4,12.0
E5,-2.0
E6,1.0
F1,6.0
F2,5.0
F3,-2.0
F4,205.0
F5,7.0
F6,0.0
