Well,Luminescence
A1,12.0
A2,-1.0
A3,11.0
A4,6.0
A5,9.0
A6,4.0
B1,6.0
B2,20.0
B3,6.0
B4,9.0
B5,-3.0
B6,10.0
C1,14.0
C2,0.0
C3,10.0
C4,17.0
C5,0.0
C6,6.0
D1,-2.0
D2,4.0
D3,10.0
D4,5.0
D5,13.0
D6,22.0
E1,11.0
E2,3.0
E3,13.0
E4,7.0
E5,10.0
E6,14.0
F1,6.0
F2,19.0
F3,0.0
F4,-4.0
F5,8.0
F6,0.0
