Well,Luminescence
A1,8.0
A2,-1.0
A3,10.0
A4,4.0
A5,3.0
A6,11.0
B1,8.0
B2,-9.0
B3,2.0
B4,23.0
B5,7.0
B6,13.0
C1,9.0
C2,7.0
C3,12.0
C4,12.0
C5,2.0
C6,1.0
D1,-2.0
D2,-2.0
D3,13.0
D4,9.0
D5,-3.0
D6,0.0
E1,16.0
E2,5.0
E3,0.0
E4,-3.0
E5,3.0
E6,11.0
F1,1.0
F2,4.0
F3,6.0
F4,16.0
F5,7.0
F6,13.0
