Well,Luminescence
A1,0.0
A2,9.0
A3,5.0
A4,5.0
A5,4.0
A6,5.0
B1,15.0
B2,11.0
B3,-1.0
B4,1.0
B5,-4.0
B6,-1.0
C1,15.0
C2,10.0
C3,6.0
C4,8.0
C5,-1.0
C6,6.0
D1,5.0
D2,-2.0
D3,14.0
D4,14.0
D5,2.0
D6,7.0
E1,15.0
E2,10.0
E3,6.0
E4,19.0
E5,8.0
E6,6.0
F1,10.0
F2,-1.0
F3,8.0
F4,696.0
F5,2.0
F6,2.0
