Well,Luminescence
A1,17.0
A2,4.0
A3,11.0
A4,18.0
A5,11.0
A6,1.0
B1,9.0
B2,9.0
B3,13.0
B4,8.0
B5,5.0
B6,15.0
C1,10.0
C2,0.0
C3,11.0
C4,7.0
C5,0.0
C6,14.0
D1,9.0
D2,6.0
D3,3.0
D4,4.0
D5,18.0
D6,18.0
E1,17.0
E2,15.0
E3,3.0
E4,7.0
E5,2.0
E6,-3.0
F1,13.0
F2,26.0
F3,6.0
F4,15.0
F5,10.0
F6,2.0
