Well,Luminescence
A1,13.0
A2,-3.0
A3,5.0
A4,10.0
A5,5.0
A6,7.0
B1,-1.0
B2,9.0
B3,1.0
B4,1.0
B5,9.0
B6,8.0
C1,5.0
C2,0.0
C3,1.0
C4,6.0
C5,6.0
C6,15.0
D1,2.0
D2,4.0
D3,0.0
D4,-1.0
D5,13.0
D6,5.0
E1,-1.0
E2,0.0
E3,11.0
E4,7.0
E5,-1.0
E6,9.0
F1,11.0
F2,0.0
F3,0.0
F4,90.0
F5,2.0
F6,-9.0
